Accident_ID,Date_Time,Location,Vehicle_Type,Weather_Condition,Road_Condition,Cause,Accident_Report
83918092-4a16-4ffb-8d98-bd3a893e3f9d,2023-06-03 04:16:30,Radiant Gardens Curve,Van,Overcast,Wet,Improper signage near construction site,"On a overcast day, a van encountered an accident at Radiant Gardens Curve due to improper signage near construction site. The road was wet, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
373084e4-44ea-4b0b-8478-3283d1aa2ffc,2024-01-24 10:29:30,Stormfall Plaza,Auto Rickshaw,Stormy,Under Maintenance,Slippery road due to rain,"On a stormy day, a auto rickshaw encountered an accident at Stormfall Plaza due to slippery road due to rain. The road was under maintenance, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
e8a15e6c-d622-4265-927d-48aa754df318,2023-11-30 23:56:30,Nova Square,Truck,Rainy,Under Maintenance,Over-speeding vehicle,"On a rainy day, a truck encountered an accident at Nova Square due to over-speeding vehicle. The road was under maintenance, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
f69844c2-757d-4869-b672-1a3d0d92ab9e,2024-12-30 17:44:30,Stormfall Plaza,Bicycle,Clear,Oily,Improper signage near construction site,"On a clear day, a bicycle encountered an accident at Stormfall Plaza due to improper signage near construction site. The road was oily, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
1fb0c0e9-92bc-4daf-a9df-ca7c93134343,2023-09-07 03:45:30,Moonvale Cross,Truck,Stormy,Oily,Animal crossing unexpectedly,"On a stormy day, a truck encountered an accident at Moonvale Cross due to animal crossing unexpectedly. The road was oily, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
128b62bc-6ffc-436b-96b7-f81db92b3616,2024-03-10 13:29:30,Orion Heights Flyover,SUV,Stormy,Oily,Potholes causing vehicle imbalance,"On a stormy day, a suv encountered an accident at Orion Heights Flyover due to potholes causing vehicle imbalance. The road was oily, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
5099fb95-7e1e-4add-a637-873c4f80b19f,2023-08-16 01:01:30,Radiant Gardens Curve,Van,Stormy,Oily,Slippery road due to rain,"On a stormy day, a van encountered an accident at Radiant Gardens Curve due to slippery road due to rain. The road was oily, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
3284cf84-10cb-4965-949f-641c0eb30489,2024-05-06 17:36:30,Radiant Gardens Curve,SUV,Stormy,Under Maintenance,Animal crossing unexpectedly,"On a stormy day, a suv encountered an accident at Radiant Gardens Curve due to animal crossing unexpectedly. The road was under maintenance, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
e59ad639-250f-411e-a44d-ddf2b4f8d858,2023-10-01 10:59:30,Nova Square,Bike,Stormy,Damaged,Collision due to sudden lane change,"On a stormy day, a bike encountered an accident at Nova Square due to collision due to sudden lane change. The road was damaged, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
c93f2c9c-e7d5-4b30-901d-7a139ac33acb,2023-08-06 06:17:30,Lumen Creek Boulevard,Car,Clear,Icy,Potholes causing vehicle imbalance,"On a clear day, a car encountered an accident at Lumen Creek Boulevard due to potholes causing vehicle imbalance. The road was icy, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
80be94f6-a0a4-4289-82b3-fef639874b1e,2024-09-28 13:50:30,Velora Market Lane,Bus,Overcast,Dry,Potholes causing vehicle imbalance,"On a overcast day, a bus encountered an accident at Velora Market Lane due to potholes causing vehicle imbalance. The road was dry, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
fc93dcc4-74eb-47c5-9c79-243df4c83c66,2025-03-12 21:42:30,Holloway Tunnel,Bus,Stormy,Wet,Over-speeding vehicle,"On a stormy day, a bus encountered an accident at Holloway Tunnel due to over-speeding vehicle. The road was wet, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
094b368f-95f7-49ae-bd98-99fda598eecc,2024-04-28 04:20:30,Orion Heights Flyover,Bike,Clear,Under Maintenance,Animal crossing unexpectedly,"On a clear day, a bike encountered an accident at Orion Heights Flyover due to animal crossing unexpectedly. The road was under maintenance, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
ad8e7b46-556f-429a-86fd-39f186febc1a,2023-11-21 04:36:30,Crimson Bend,Truck,Windy,Damaged,Sharp curve without warning signs,"On a windy day, a truck encountered an accident at Crimson Bend due to sharp curve without warning signs. The road was damaged, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
8ab02371-dd2b-4ce8-b566-b628340e935c,2023-07-19 20:11:30,Orion Heights Flyover,Bus,Overcast,Wet,Improper signage near construction site,"On a overcast day, a bus encountered an accident at Orion Heights Flyover due to improper signage near construction site. The road was wet, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
a8b0e8b4-81ab-4350-a4d7-f936f3579021,2024-10-24 15:24:30,Sunshadow Bridge,Auto Rickshaw,Snowy,Wet,Collision due to sudden lane change,"On a snowy day, a auto rickshaw encountered an accident at Sunshadow Bridge due to collision due to sudden lane change. The road was wet, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
3679b199-d630-48f1-b8ef-67ecc7155fc9,2025-05-04 17:55:30,Frostpoint Street,Truck,Foggy,Damaged,Potholes causing vehicle imbalance,"On a foggy day, a truck encountered an accident at Frostpoint Street due to potholes causing vehicle imbalance. The road was damaged, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
f97b583a-53ec-4d5b-a487-5c51472b43b6,2023-08-26 07:07:30,Radiant Gardens Curve,Car,Windy,Damaged,Brake failure on descent,"On a windy day, a car encountered an accident at Radiant Gardens Curve due to brake failure on descent. The road was damaged, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
a94368f9-ff34-4fd5-b689-259d456a0d7c,2024-07-16 11:35:30,Stormfall Plaza,Auto Rickshaw,Snowy,Wet,Slippery road due to rain,"On a snowy day, a auto rickshaw encountered an accident at Stormfall Plaza due to slippery road due to rain. The road was wet, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
007e920c-0e61-4228-88a5-1a3f271a8273,2024-07-18 11:29:30,Griffin Gate,Van,Clear,Wet,Driver distraction due to mobile phone,"On a clear day, a van encountered an accident at Griffin Gate due to driver distraction due to mobile phone. The road was wet, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
d3d2a238-383b-46c4-a37f-6d3c8ef14f9c,2024-09-15 03:34:30,Silverlake Roundabout,Bus,Clear,Damaged,Driver distraction due to mobile phone,"On a clear day, a bus encountered an accident at Silverlake Roundabout due to driver distraction due to mobile phone. The road was damaged, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
a4910f04-d3a1-4bc8-abbd-e650fd22ed18,2023-10-17 21:55:30,Lumen Creek Boulevard,Bus,Overcast,Damaged,Poor visibility in fog,"On a overcast day, a bus encountered an accident at Lumen Creek Boulevard due to poor visibility in fog. The road was damaged, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
baa48327-00a8-43cb-a286-a379211a1541,2024-05-31 23:31:30,Moonvale Cross,Bus,Overcast,Dry,Improper signage near construction site,"On a overcast day, a bus encountered an accident at Moonvale Cross due to improper signage near construction site. The road was dry, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
3928775d-cc70-4c2d-b3d0-c40ad9d387fc,2024-04-25 05:11:30,Stormfall Plaza,Truck,Clear,Damaged,Potholes causing vehicle imbalance,"On a clear day, a truck encountered an accident at Stormfall Plaza due to potholes causing vehicle imbalance. The road was damaged, contributing to the mishap. The vehicle was reportedly moving at moderate speed when the incident occurred. Witnesses suggest that better road design or clearer warnings might have prevented the crash."
